;;;year
SimSmoke (Georgetown);Maslennikova GY, Oganov RG, Boytsov SA, Ross H, Huang AT, Near A, Kotov A, Berezhnova I, Levy DT, Russia SimSmoke: the long-term effects of tobacco control policies on smoking prevalence and smoking-attributable deaths in Russia, Tob Control, Nov. 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23853252;2014
UM-LCSc (Michigan);de Koning HJ, Meza R, Plevritis SK, Raising the bar for the U.S. Preventive Services Task Force, Ann Intern Med, Oct. 7, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25285549;2014
UM-LCSc (Michigan);Meza R, ten Haaf K, Kong CY, Erdogan A, Black WC, Tammemagi MC, Choi SE, Jeon J, Han SS, Munshi V, van Rosmalen J, et al., Comparative analysis of 5 lung cancer natural history and screening models that reproduce outcomes of the NLST and PLCO trials, Cancer, June 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24577803;2014
UM-LCSc (Michigan);de Koning HJ, Meza R, Plevritis SK, ten Haaf K, Munshi VN, Jeon J, Erdogan SA, Kong CY, Han SS, van Rosmalen J, Choi SE, et al., Benefits and harms of computed tomography lung cancer screening strategies: a comparative modeling study for the U.S. Preventive Services Task Force, Ann Intern Med, March 4, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24379002;2014
UM-LCSc (Michigan);McMahon PM, Meza R, Plevritis SK, Black WC, Tammemagi CM, Erdogan A, ten Haaf K, Hazelton W, Holford TR, Jeon J, Clarke L, et al., Comparing benefits from many possible computed tomography lung cancer screening programs: extrapolating from the National Lung Screening Trial using comparative modeling, PLoS One, Jan. 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24979231;2014
UM-LCSm (Michigan);Holford TR, Meza R, Warner KE, Meernik C, Jeon J, Moolgavkar SH, Levy DT, Tobacco control and the reduction in smoking-related premature deaths in the United States, 1964-2012, JAMA, Jan. 8, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24399555;2014
UM-LCSm (Michigan);Holford TR, Levy DT, McKay LA, Clarke L, Racine B, Meza R, Land S, Jeon J, Feuer EJ. Patterns of birth cohort-specific smoking histories, 1965-2009. Am J Prev Med 2014 46(2):e31-7.;;2014
YLCM (Yale);Holford TR, Meza R, Warner KE, Meernik C, Jeon J, Moolgavkar SH, Levy DT, Tobacco control and the reduction in smoking-related premature deaths in the United States, 1964-2012, JAMA, Jan. 8, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24399555;2014
YLCM (Yale);Holford TR, Levy DT, McKay LA, Clarke L, Racine B, Meza R, Land S, Jeon J, Feuer EJ. Patterns of birth cohort-specific smoking histories, 1965-2009. Am J Prev Med 2014 46(2):e31-7.;;2014
MISCAN-PRO (Erasmus);Lansdorp-Vogelaar I, Gulati R, Mariotto AB, Schechter CB, de Carvalho TM, Knudsen AB, van Ravesteyn NT, Heijnsdijk EA, Pabiniak C, van Ballegooijen M, Rutter CM, et al., Personalizing age of cancer screening cessation based on comorbid conditions: model estimates of harms and benefits, Ann Intern Med, July 15, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25023249;2014
MISCAN-PRO (Erasmus);Vickers AJ, Sjoberg DD, Ulmert D, Vertosick E, Roobol MJ, Thompson I, Heijnsdijk EA, De Koning H, Atoria-Swartz C, Scardino PT, Lilja H, et al., Empirical estimates of prostate cancer overdiagnosis by age and prostate-specific antigen, BMC Med, Feb. 11, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24512643;2014
PSAPC (FHCRC);Gulati R, Tsodikov A, Etzioni R, Hunter-Merrill RA, Gore JL, Mariotto AB, Cooperberg MR, Expected population impacts of discontinued prostate-specific antigen screening, Cancer, Nov. 15, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25065910;2014
PSAPC (FHCRC);Etzioni R, Gulati R, Oversimplifying overdiagnosis, J Gen Intern Med, Sept. 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24830739;2014
PSAPC (FHCRC);Pataky R, Gulati R, Etzioni R, Black P, Chi KN, Coldman AJ, Pickles T, Tyldesley S, Peacock S, Is prostate cancer screening cost-effective? A microsimulation model of prostate-specific antigen-based screening for British Columbia, Canada, Int J Cancer, Aug. 15, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24443367;2014
PSAPC (FHCRC);Lansdorp-Vogelaar I, Gulati R, Mariotto AB, Schechter CB, de Carvalho TM, Knudsen AB, van Ravesteyn NT, Heijnsdijk EA, Pabiniak C, van Ballegooijen M, Rutter CM, et al., Personalizing age of cancer screening cessation based on comorbid conditions: model estimates of harms and benefits, Ann Intern Med, July 15, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25023249;2014
PSAPC (FHCRC);Etzioni RD, Thompson IM, What do the screening trials really tell us and where do we go from here?, Urol Clin North Am, May 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24725484;2014
PSAPC (FHCRC);Etzioni R, Gulati R, RE: A model too far, J Natl Cancer Inst, April 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24659791;2014
PSAPC (FHCRC);Gulati R, Inoue LY, Gore JL, Katcher J, Etzioni R, Individualized estimates of overdiagnosis in screen-detected prostate cancer, J Natl Cancer Inst, Feb. 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24399850;2014
SCANS (Michigan);Gulati R, Tsodikov A, Etzioni R, Hunter-Merrill RA, Gore JL, Mariotto AB, Cooperberg MR, Expected population impacts of discontinued prostate-specific antigen screening, Cancer, Nov. 15, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=25065910;2014
SCANS (Michigan);Hu C, Tsodikov A, Joint modeling approach for semicompeting risks data with missing nonterminal event status, Lifetime Data Anal, Oct. 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24430204;2014
SCANS (Michigan);Hu C, Tsodikov A, Semiparametric regression analysis for time-to-event marked endpoints in cancer studies, Biostatistics, July 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24379192;2014
SCANS (Michigan);Salinas CA, Tsodikov A, Ishak-Howard M, Cooney KA, Prostate cancer in young men: an important clinical entity, Nat Rev Urol, June 1, 2014 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24818853;2014
Bayesian Simulation Model (MDACC);Berry DA, Breast cancer screening: controversy of impact, Breast, Aug. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24074796;2013
Bayesian Simulation Model (MDACC);Luo S, Yi M, Huang X, Hunt KK, A Bayesian model for misclassified binary outcomes and correlated survival data with applications to breast cancer, Stat Med, June 15, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22996169;2013
BCOS (Stanford);Schackmann EA, Munoz DF, Mills MA, Plevritis SK, Kurian AW, Feasibility evaluation of an online tool to guide decisions for BRCA1/2 mutation carriers, Fam Cancer, March 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23086584;2013
MISCAN-Fadia (Erasmus);van Luijt PA, Fracheboud J, Heijnsdijk EA, den Heeten GJ, de Koning HJ, Nation-wide data on screening performance during the transition to digital mammography: observations in 6 million screens, Eur J Cancer, Nov. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23871248;2013
MISCAN-Fadia (Erasmus);Mandelblatt J, van Ravesteyn N, Schechter C, Chang Y, Huang AT, Near AM, de Koning H, Jemal A, Which strategies reduce breast cancer mortality most? Collaborative modeling of optimal screening, treatment, and obesity prevention, Cancer, July 15, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23625540;2013
MISCAN-Fadia (Erasmus);Mandelblatt JS, Tosteson AN, van Ravesteyn NT, Costs, evidence, and value in the Medicare program: the challenges of technology innovation in breast cancer prevention and control, JAMA Intern Med, Feb. 11, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23303388;2013
Spectrum/G-E (Georgetown/Einstein);Mandelblatt J, van Ravesteyn N, Schechter C, Chang Y, Huang AT, Near AM, de Koning H, Jemal A, Which strategies reduce breast cancer mortality most? Collaborative modeling of optimal screening, treatment, and obesity prevention, Cancer, July 15, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23625540;2013
Spectrum/G-E (Georgetown/Einstein);Etzioni R, Gulati R, Mallinger L, Mandelblatt J, Influence of study features and methods on overdiagnosis estimates in breast and prostate cancer screening, Ann Intern Med, June 4, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23732716;2013
Spectrum/G-E (Georgetown/Einstein);Braithwaite D, Mandelblatt JS, Kerlikowske K, To screen or not to screen older women for breast cancer: a conundrum, Future Oncol, June 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23718292;2013
Spectrum/G-E (Georgetown/Einstein);Braithwaite D, Zhu W, Hubbard RA, O'Meara ES, Miglioretti DL, Geller B, Dittus K, Moore D, Wernli KJ, Mandelblatt J, Kerlikowske K, et al., Screening outcomes in older US women undergoing multiple mammograms in community practice: does interval, age, or comorbidity score affect tumor characteristics or false positive rates?, J Natl Cancer Inst, March 6, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23385442;2013
Spectrum/G-E (Georgetown/Einstein);Mandelblatt JS, Tosteson AN, van Ravesteyn NT, Costs, evidence, and value in the Medicare program: the challenges of technology innovation in breast cancer prevention and control, JAMA Intern Med, Feb. 11, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23303388;2013
UWBCS (Wisconsin);Batina NG, Trentham-Dietz A, Gangnon RE, Sprague BL, Rosenberg MA, Stout NK, Fryback DG, Alagoz O, Variation in tumor natural history contributes to racial disparities in breast cancer stage at diagnosis, Breast Cancer Res Treat, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23417335;2013
HSPH-Cervical (Harvard);Katki HA, Schiffman M, Castle PE, Fetterman B, Poitras NE, Lorey T, Cheung LC, Raine-Bennett T, Gage JC, Kinney WK, Five-year risks of CIN 3+ and cervical cancer among women with HPV testing of ASC-US Pap results, J Low Genit Tract Dis, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23519303;2013
UMN-Cervical (Minnesota);Kulasingam SL, Havrilesky LJ, Ghebre R, Myers ER, Screening for cervical cancer: a modeling study for the US Preventive Services Task Force, J Low Genit Tract Dis, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23519288;2013
CRC-SPIN (RAND);Rutter CM, Johnson EA, Feuer EJ, Knudsen AB, Kuntz KM, Schrag D, Secular trends in colon and rectal cancer relative survival, J Natl Cancer Inst, Dec. 4, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24174654;2013
CRC-SPIN (RAND);Hubbard RA, Johnson E, Hsia R, Rutter CM, The cumulative risk of false-positive fecal occult blood test after 10 years of colorectal cancer screening, Cancer Epidemiol Biomarkers Prev, Sept. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23868091;2013
CRC-SPIN (RAND);Wernli KJ, Rutter CM, Dachman AH, Zafar HM, Suspected extracolonic neoplasms detected on CT colonography: literature review and possible outcomes, Acad Radiol, June 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23465379;2013
MISCAN-Colon (Erasmus/MSK);Cho H, Klabunde CN, Yabroff KR, Wang Z, Meekins A, Lansdorp-Vogelaar I, Mariotto AB, Comorbidity-adjusted life expectancy: a new tool to inform recommendations for optimal screening strategies, Ann Intern Med, Nov. 19, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24247672;2013
MISCAN-Colon (Erasmus/MSK);Goede SL, van Roon AH, Reijerink JC, van Vuuren AJ, Lansdorp-Vogelaar I, Habbema JD, Kuipers EJ, van Leerdam ME, van Ballegooijen M, Cost-effectiveness of one versus two sample faecal immunochemical testing for colorectal cancer screening, Gut, May 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22490518;2013
MISCAN-Colon (Erasmus/MSK);O'Mahony JF, van Rosmalen J, Zauber AG, van Ballegooijen M, Multicohort models in cost-effectiveness analysis: why aggregating estimates over multiple cohorts can hide useful information, Med Decis Making, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22927697;2013
MISCAN-Colon (Erasmus/MSK);Etzioni R, Durand-Zaleski I, Lansdorp-Vogelaar I, Evaluation of new technologies for cancer control based on population trends in disease incidence and mortality, J Natl Cancer Inst Monogr, Jan. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23962515;2013
SimCRC (Minnesota/MGH);Rutter CM, Johnson EA, Feuer EJ, Knudsen AB, Kuntz KM, Schrag D, Secular trends in colon and rectal cancer relative survival, J Natl Cancer Inst, Dec. 4, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24174654;2013
EACMo (MGH);Hur C, Miller M, Kong CY, Dowling EC, Nattinger KJ, Dunn M, Feuer EJ, Trends in esophageal adenocarcinoma incidence and mortality, Cancer, March 15, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23303625;2013
LCPM (MGH);Munshi V, McMahon P, Importance of Smoking Cessation in a Lung Cancer Screening Program, Curr Surg Rep, Dec. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=24312745;2013
LCPM (MGH);Tramontano AC, Cipriano LE, Kong CY, Shepard JA, Lanuti M, Gazelle GS, McMahon PM, Microsimulation model predicts survival benefit of radiofrequency ablation and stereotactic body radiotherapy versus radiotherapy for treating inoperable stage I non-small cell lung cancer, AJR Am J Roentgenol, May 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23617484;2013
SimSmoke (Georgetown);Levy DT, Ellis JA, Mays D, Huang AT, Smoking-related deaths averted due to three years of policy progress, Bull World Health Organ, July 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23825878;2013
SimSmoke (Georgetown);Levy DT, Currie L, Clancy L, Tobacco control policy in the UK: blueprint for the rest of Europe?, Eur J Public Health, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22826505;2013
SimSmoke (Georgetown);Levy DT, Blackman K, Currie LM, Mons U, Germany SimSmoke: the effect of tobacco control policies on future smoking prevalence and smoking-attributable deaths in Germany, Nicotine Tob Res, Feb. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22855886;2013
PSAPC (FHCRC);Etzioni R, Gulati R, Mallinger L, Mandelblatt J, Influence of study features and methods on overdiagnosis estimates in breast and prostate cancer screening, Ann Intern Med, June 4, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23732716;2013
PSAPC (FHCRC);Etzioni RD, Review of evidence concerning PSA screening for prostate cancer has limitations as basis for policy development, Evid Based Med, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22773765;2013
PSAPC (FHCRC);Etzioni R, Gulati R, Cooperberg MR, Penson DM, Weiss NS, Thompson IM, Limitations of basing screening policies on screening trials: The US Preventive Services Task Force and Prostate Cancer Screening, Med Care, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23269114;2013
PSAPC (FHCRC);Etzioni R, Gulati R, Response: Reading between the lines of cancer screening trials: using modeling to understand the evidence, Med Care, April 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23481032;2013
PSAPC (FHCRC);Gulati R, Gore JL, Etzioni R, Comparative effectiveness of alternative prostate-specific antigen--based prostate cancer screening strategies: model estimates of potential benefits and harms, Ann Intern Med, Feb. 5, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23381039;2013
PSAPC (FHCRC);Etzioni R, Durand-Zaleski I, Lansdorp-Vogelaar I, Evaluation of new technologies for cancer control based on population trends in disease incidence and mortality, J Natl Cancer Inst Monogr, Jan. 1, 2013 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23962515;2013
Bayesian Simulation Model (MDACC);Bekele BN, Nieto-Barajas LE, Munsell MF. Analysis of partially incomplete tables of breast cancer patients' characteristics with an ordinal variable. Journal of Statistical Theory and Practice 2012 9:725-44.;;2012
BCOS (Stanford);Sigal BM, Munoz DF, Kurian AW, Plevritis SK, A simulation model to predict the impact of prophylactic surgery and screening on the life expectancy of BRCA1 and BRCA2 mutation carriers, Cancer Epidemiol Biomarkers Prev, July 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22556274;2012
BCOS (Stanford);Kurian AW, Munoz DF, Rust P, Schackmann EA, Smith M, Clarke L, Mills MA, Plevritis SK, Online tool to guide decisions for BRCA1/2 mutation carriers, J Clin Oncol, Feb. 10, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22231042;2012
BCOS (Stanford);Lin RS, Plevritis SK, Comparing the benefits of screening for breast cancer and lung cancer using a novel natural history model, Cancer Causes Control, Jan. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22116537;2012
CISNET-DFCI (Dana-Farber);van Ravesteyn NT, Miglioretti DL, Stout NK, Lee SJ, Schechter CB, Buist DS, Huang H, Heijnsdijk EA, Trentham-Dietz A, Alagoz O, Near AM, et al., Tipping the balance of benefits and harms to favor screening mammography starting at age 40 years: a comparative modeling study of risk, Ann Intern Med, May 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22547470;2012
MISCAN-Fadia (Erasmus);van Ravesteyn NT, Miglioretti DL, Stout NK, Lee SJ, Schechter CB, Buist DS, Huang H, Heijnsdijk EA, Trentham-Dietz A, Alagoz O, Near AM, et al., Tipping the balance of benefits and harms to favor screening mammography starting at age 40 years: a comparative modeling study of risk, Ann Intern Med, May 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22547470;2012
MISCAN-Fadia (Erasmus);Nelson HD, Zakher B, Cantor A, Fu R, Griffin J, O'Meara ES, Buist DS, Kerlikowske K, van Ravesteyn NT, Trentham-Dietz A, Mandelblatt JS, et al., Risk factors for breast cancer for women aged 40 to 49 years: a systematic review and meta-analysis, Ann Intern Med, May 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=22547473;2012
Spectrum/G-E (Georgetown/Einstein);Chang Y, Schechter CB, van Ravesteyn NT, Near AM, Heijnsdijk EA, Adams-Campbell L, Levy D, de Koning HJ, Mandelblatt JS, Collaborative modeling of the impact of obesity on race-specific breast cancer incidence and mortality, Breast Cancer Res Treat, Dec. 1, 2012 [Abstract];http://www.ncbi.nlm.nih.gov/pubmed/?term=23104221;2012
